flight,filter,rmse_all,nees_all,rmse_hig,nees_hig,hig_steps,total_steps,hig_pct
flight-11a-lemniscate,Hover,0.19187903879212984,19.57883836957415,0.2606782187455007,34.818053057425004,386,5384,7.169390787518574
flight-11a-lemniscate,Race,0.195594530230414,4.166884903670823,0.2614942912005196,7.209752872752424,386,5384,7.169390787518574
flight-11a-lemniscate,Adaptive,0.2238705649407999,2.9710683937576836,0.27960601518087413,4.535760820222568,386,5384,7.169390787518574
flight-01a-ellipse,Hover,0.2069917886215293,23.050304827709596,0.35480350620561835,67.82176626368069,746,5404,13.80458919319023
flight-01a-ellipse,Race,0.21041383806949004,4.856235702495196,0.3543423941878748,13.834797196913561,746,5404,13.80458919319023
flight-01a-ellipse,Adaptive,0.2371333507623902,3.395797826102867,0.36634485008954737,8.855631518358061,746,5404,13.80458919319023
flight-05a-ellipse,Hover,0.19814755750766047,21.071492536418997,0.3566660403577325,67.85054027906166,648,5595,11.58176943699732
flight-05a-ellipse,Race,0.20226256997029152,4.478958987665628,0.35921037475026707,14.071702406348841,648,5595,11.58176943699732
flight-05a-ellipse,Adaptive,0.23073128949702895,3.186445420581989,0.3795903812674258,9.227361794262702,648,5595,11.58176943699732
